prefix,design,files
N,1187,"[{""prefix"":""N"",""name"":""1187_K28.webp"",""design"":""1187"",""annex"":"""",""variant"":""K28"",""imageNo"":""1""},{""prefix"":""N"",""name"":""1187_K34.webp"",""design"":""1187"",""annex"":"""",""variant"":""K34"",""imageNo"":""1""}]"
N,1189,"[{""prefix"":""N"",""name"":""1189_K57.webp"",""design"":""1189"",""annex"":"""",""variant"":""K57"",""imageNo"":""1""}]"
N,1194,"[{""prefix"":""N"",""name"":""1194.webp"",""design"":""1194"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1195,"[{""prefix"":""N"",""name"":""1195T_K19.webp"",""design"":""1195"",""annex"":""T"",""variant"":""K19"",""imageNo"":""1""}]"
N,1197,"[{""prefix"":""N"",""name"":""1197.webp"",""design"":""1197"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12928,"[{""prefix"":""K"",""name"":""12928.webp"",""design"":""12928"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1551,"[{""prefix"":""N"",""name"":""1551T.webp"",""design"":""1551"",""annex"":""T"",""variant"":"""",""imageNo"":""1""}]"
N,1759,"[{""prefix"":""N"",""name"":""1759T.webp"",""design"":""1759"",""annex"":""T"",""variant"":"""",""imageNo"":""1""}]"
N,1764,"[{""prefix"":""N"",""name"":""1764.webp"",""design"":""1764"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1765,"[{""prefix"":""N"",""name"":""1765.webp"",""design"":""1765"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1765_foldet.webp"",""design"":""1765"",""annex"":"""",""variant"":""foldet"",""imageNo"":""1""}]"
N,1766,"[{""prefix"":""N"",""name"":""1766T.webp"",""design"":""1766"",""annex"":""T"",""variant"":"""",""imageNo"":""1""}]"
N,1768,"[{""prefix"":""N"",""name"":""1768.webp"",""design"":""1768"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1786,"[{""prefix"":""N"",""name"":""1786.webp"",""design"":""1786"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1786_ham.webp"",""design"":""1786"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24985,"[{""prefix"":""K"",""name"":""24985.webp"",""design"":""24985"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24988,"[{""prefix"":""K"",""name"":""24988.webp"",""design"":""24988"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24988_ham.webp"",""design"":""24988"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24993,"[{""prefix"":""K"",""name"":""24993.webp"",""design"":""24993"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24993_ham.webp"",""design"":""24993"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
AP,12040,"[{""prefix"":""AP"",""name"":""AP12040_ham.webp"",""design"":""12040"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
AP,12041,"[{""prefix"":""AP"",""name"":""AP12041_ham.webp"",""design"":""12041"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
AP,48009,"[{""prefix"":""AP"",""name"":""AP48009.webp"",""design"":""48009"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12347,"[{""prefix"":""K"",""name"":""12347.webp"",""design"":""12347"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12351,"[{""prefix"":""K"",""name"":""12351.webp"",""design"":""12351"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12457,"[{""prefix"":""K"",""name"":""12457.webp"",""design"":""12457"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12491,"[{""prefix"":""K"",""name"":""12491.webp"",""design"":""12491"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12493,"[{""prefix"":""K"",""name"":""12493.webp"",""design"":""12493"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12495,"[{""prefix"":""K"",""name"":""12495.webp"",""design"":""12495"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12672,"[{""prefix"":""K"",""name"":""12672.webp"",""design"":""12672"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12678,"[{""prefix"":""K"",""name"":""12678.webp"",""design"":""12678"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12679,"[{""prefix"":""K"",""name"":""12679.webp"",""design"":""12679"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12685,"[{""prefix"":""K"",""name"":""12685.webp"",""design"":""12685"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12685_colors.webp"",""design"":""12685"",""annex"":"""",""variant"":""colors"",""imageNo"":""1""}]"
K,12686,"[{""prefix"":""K"",""name"":""12686.webp"",""design"":""12686"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12686_colors.webp"",""design"":""12686"",""annex"":"""",""variant"":""colors"",""imageNo"":""1""}]"
K,12690,"[{""prefix"":""K"",""name"":""12690.webp"",""design"":""12690"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12690-2.webp"",""design"":""12690"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
K,12693,"[{""prefix"":""K"",""name"":""12693.webp"",""design"":""12693"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12693_T22.webp"",""design"":""12693"",""annex"":"""",""variant"":""T22"",""imageNo"":""1""}]"
K,12931,"[{""prefix"":""K"",""name"":""12931_ham.webp"",""design"":""12931"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12941,"[{""prefix"":""K"",""name"":""12941_ham.webp"",""design"":""12941"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12942,"[{""prefix"":""K"",""name"":""12942_ham.webp"",""design"":""12942"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12943,"[{""prefix"":""K"",""name"":""12943.webp"",""design"":""12943"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12943_ham.webp"",""design"":""12943"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12944,"[{""prefix"":""K"",""name"":""12944.webp"",""design"":""12944"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12944_ham.webp"",""design"":""12944"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1598,"[{""prefix"":""N"",""name"":""1598.webp"",""design"":""1598"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1600,"[{""prefix"":""N"",""name"":""1600T.webp"",""design"":""1600"",""annex"":""T"",""variant"":"""",""imageNo"":""1""}]"
N,1603,"[{""prefix"":""N"",""name"":""1603.webp"",""design"":""1603"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1671,"[{""prefix"":""N"",""name"":""1671.webp"",""design"":""1671"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,16848,"[{""prefix"":""K"",""name"":""16848.webp"",""design"":""16848"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1748,"[{""prefix"":""N"",""name"":""1748.webp"",""design"":""1748"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1749,"[{""prefix"":""N"",""name"":""1749T.webp"",""design"":""1749"",""annex"":""T"",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1749T_colors.webp"",""design"":""1749"",""annex"":""T"",""variant"":""colors"",""imageNo"":""1""},{""prefix"":""N"",""name"":""1749-2.webp"",""design"":""1749"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
N,1750,"[{""prefix"":""N"",""name"":""1750.webp"",""design"":""1750"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1750-2.webp"",""design"":""1750"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
N,1752,"[{""prefix"":""N"",""name"":""1752_G169.webp"",""design"":""1752"",""annex"":"""",""variant"":""G169"",""imageNo"":""1""},{""prefix"":""N"",""name"":""1752-2.webp"",""design"":""1752"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
N,1758,"[{""prefix"":""N"",""name"":""1758.webp"",""design"":""1758"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1758T.webp"",""design"":""1758"",""annex"":""T"",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1758T-2.webp"",""design"":""1758"",""annex"":""T"",""variant"":"""",""imageNo"":""2""}]"
N,1767,"[{""prefix"":""N"",""name"":""1767T.webp"",""design"":""1767"",""annex"":""T"",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1767-2.webp"",""design"":""1767"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
N,1770,"[{""prefix"":""N"",""name"":""1770.webp"",""design"":""1770"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1770_ham.webp"",""design"":""1770"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1773,"[{""prefix"":""N"",""name"":""1773.webp"",""design"":""1773"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1773_ham.webp"",""design"":""1773"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1774,"[{""prefix"":""N"",""name"":""1774_ham.webp"",""design"":""1774"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1775,"[{""prefix"":""N"",""name"":""1775_ham.webp"",""design"":""1775"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1780,"[{""prefix"":""N"",""name"":""1780_ham.webp"",""design"":""1780"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24395,"[{""prefix"":""K"",""name"":""24395.webp"",""design"":""24395"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24436,"[{""prefix"":""K"",""name"":""24436.webp"",""design"":""24436"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24674,"[{""prefix"":""K"",""name"":""24674.webp"",""design"":""24674"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24727,"[{""prefix"":""K"",""name"":""24727.webp"",""design"":""24727"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24727-2.webp"",""design"":""24727"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
K,24809,"[{""prefix"":""K"",""name"":""24809.webp"",""design"":""24809"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24835,"[{""prefix"":""K"",""name"":""24835.webp"",""design"":""24835"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24967,"[{""prefix"":""K"",""name"":""24967.webp"",""design"":""24967"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24967_ham.webp"",""design"":""24967"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24970,"[{""prefix"":""K"",""name"":""24970_ham.webp"",""design"":""24970"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24972,"[{""prefix"":""K"",""name"":""24972_ham.webp"",""design"":""24972"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24973,"[{""prefix"":""K"",""name"":""24973_ham.webp"",""design"":""24973"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24974,"[{""prefix"":""K"",""name"":""24974_ham.webp"",""design"":""24974"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24975,"[{""prefix"":""K"",""name"":""24975_ham.webp"",""design"":""24975"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24976,"[{""prefix"":""K"",""name"":""24976_ham.webp"",""design"":""24976"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24977,"[{""prefix"":""K"",""name"":""24977_ham.webp"",""design"":""24977"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24978,"[{""prefix"":""K"",""name"":""24978_ham.webp"",""design"":""24978"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24986,"[{""prefix"":""K"",""name"":""24986.webp"",""design"":""24986"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24986_ham.webp"",""design"":""24986"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24991,"[{""prefix"":""K"",""name"":""24991.webp"",""design"":""24991"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24991_ham.webp"",""design"":""24991"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24992,"[{""prefix"":""K"",""name"":""24992.webp"",""design"":""24992"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""24992_ham.webp"",""design"":""24992"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,48020,"[{""prefix"":""K"",""name"":""48020.webp"",""design"":""48020"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,48083,"[{""prefix"":""K"",""name"":""48083.webp"",""design"":""48083"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,48099,"[{""prefix"":""K"",""name"":""48099_ham.webp"",""design"":""48099"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,8001,"[{""prefix"":""K"",""name"":""8001_ham.webp"",""design"":""8001"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,8639,"[{""prefix"":""K"",""name"":""8639.webp"",""design"":""8639"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
AP,12016,"[{""prefix"":""AP"",""name"":""AP12016.webp"",""design"":""12016"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
AP,12017,"[{""prefix"":""AP"",""name"":""AP12017.webp"",""design"":""12017"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
AP,24001,"[{""prefix"":""AP"",""name"":""AP24001.webp"",""design"":""24001"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
AP,8001,"[{""prefix"":""AP"",""name"":""AP8001.webp"",""design"":""8001"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""AP"",""name"":""AP8001_ham.webp"",""design"":""8001"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
AP,8008,"[{""prefix"":""AP"",""name"":""AP8008.webp"",""design"":""8008"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""AP"",""name"":""AP8008-2.webp"",""design"":""8008"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
AP,8019,"[{""prefix"":""AP"",""name"":""AP8019.webp"",""design"":""8019"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12433,"[{""prefix"":""K"",""name"":""12433.webp"",""design"":""12433"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12458,"[{""prefix"":""K"",""name"":""12458.webp"",""design"":""12458"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,12796,"[{""prefix"":""K"",""name"":""12796.webp"",""design"":""12796"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1385,"[{""prefix"":""N"",""name"":""1385.webp"",""design"":""1385"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1475,"[{""prefix"":""N"",""name"":""1475.webp"",""design"":""1475"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1475-2.webp"",""design"":""1475"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
N,1494,"[{""prefix"":""N"",""name"":""1494.webp"",""design"":""1494"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1494_pilise.webp"",""design"":""1494"",""annex"":"""",""variant"":""pilise"",""imageNo"":""1""},{""prefix"":""N"",""name"":""1494-2.webp"",""design"":""1494"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
N,1520,"[{""prefix"":""N"",""name"":""1520.webp"",""design"":""1520"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1526,"[{""prefix"":""N"",""name"":""1526.webp"",""design"":""1526"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1526_roll.webp"",""design"":""1526"",""annex"":"""",""variant"":""roll"",""imageNo"":""1""}]"
N,1550,"[{""prefix"":""N"",""name"":""1550.webp"",""design"":""1550"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1550-2.webp"",""design"":""1550"",""annex"":"""",""variant"":"""",""imageNo"":""2""},{""prefix"":""N"",""name"":""1550-3.webp"",""design"":""1550"",""annex"":"""",""variant"":"""",""imageNo"":""3""},{""prefix"":""N"",""name"":""1550-4.webp"",""design"":""1550"",""annex"":"""",""variant"":"""",""imageNo"":""4""}]"
N,1564,"[{""prefix"":""N"",""name"":""1564.webp"",""design"":""1564"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1631,"[{""prefix"":""N"",""name"":""1631.webp"",""design"":""1631"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1634,"[{""prefix"":""N"",""name"":""1634.webp"",""design"":""1634"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1639,"[{""prefix"":""N"",""name"":""1639.webp"",""design"":""1639"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
N,1747,"[{""prefix"":""N"",""name"":""1747.webp"",""design"":""1747"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1747T_colors.webp"",""design"":""1747"",""annex"":""T"",""variant"":""colors"",""imageNo"":""1""},{""prefix"":""N"",""name"":""1747T_white.webp"",""design"":""1747"",""annex"":""T"",""variant"":""white"",""imageNo"":""1""}]"
K,24537,"[{""prefix"":""K"",""name"":""24537.webp"",""design"":""24537"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24538,"[{""prefix"":""K"",""name"":""24538.webp"",""design"":""24538"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24623,"[{""prefix"":""K"",""name"":""24623.webp"",""design"":""24623"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,24850,"[{""prefix"":""K"",""name"":""24850.webp"",""design"":""24850"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,8657,"[{""prefix"":""K"",""name"":""8657.webp"",""design"":""8657"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,8662,"[{""prefix"":""K"",""name"":""8662.webp"",""design"":""8662"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,8718,"[{""prefix"":""K"",""name"":""8718.webp"",""design"":""8718"",""annex"":"""",""variant"":"""",""imageNo"":""1""}]"
K,8725,"[{""prefix"":""K"",""name"":""8725.webp"",""design"":""8725"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""8725-2.webp"",""design"":""8725"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
K,12929,"[{""prefix"":""K"",""name"":""12929_ham.webp"",""design"":""12929"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1637,"[{""prefix"":""N"",""name"":""1637_G119.webp"",""design"":""1637"",""annex"":"""",""variant"":""G119"",""imageNo"":""1""}]"
N,1763,"[{""prefix"":""N"",""name"":""1763_ham.webp"",""design"":""1763"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12926,"[{""prefix"":""K"",""name"":""12926_ham.webp"",""design"":""12926"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12927,"[{""prefix"":""K"",""name"":""12927_ham.webp"",""design"":""12927"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1761,"[{""prefix"":""N"",""name"":""1761.webp"",""design"":""1761"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""N"",""name"":""1761_ham.webp"",""design"":""1761"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24951,"[{""prefix"":""K"",""name"":""24951_ham.webp"",""design"":""24951"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24952,"[{""prefix"":""K"",""name"":""24952_ham.webp"",""design"":""24952"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
AP,12036,"[{""prefix"":""AP"",""name"":""AP12036.webp"",""design"":""12036"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""AP"",""name"":""AP12036_ham.webp"",""design"":""12036"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12922,"[{""prefix"":""K"",""name"":""12922.webp"",""design"":""12922"",""annex"":"""",""variant"":"""",""imageNo"":""1""},{""prefix"":""K"",""name"":""12922_ham.webp"",""design"":""12922"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""},{""prefix"":""K"",""name"":""12922-2.webp"",""design"":""12922"",""annex"":"""",""variant"":"""",""imageNo"":""2""}]"
K,12923,"[{""prefix"":""K"",""name"":""12923_ham.webp"",""design"":""12923"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12924,"[{""prefix"":""K"",""name"":""12924_ham.webp"",""design"":""12924"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,12925,"[{""prefix"":""K"",""name"":""12925_ham.webp"",""design"":""12925"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
N,1760,"[{""prefix"":""N"",""name"":""1760_ham.webp"",""design"":""1760"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24936,"[{""prefix"":""K"",""name"":""24936_ham.webp"",""design"":""24936"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24939,"[{""prefix"":""K"",""name"":""24939T_white_gray.webp"",""design"":""24939"",""annex"":""T"",""variant"":""white"",""imageNo"":""1""},{""prefix"":""K"",""name"":""24939_ham.webp"",""design"":""24939"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""},{""prefix"":""K"",""name"":""24939_white.webp"",""design"":""24939"",""annex"":"""",""variant"":""white"",""imageNo"":""1""},{""prefix"":""K"",""name"":""24939T-2.webp"",""design"":""24939"",""annex"":""T"",""variant"":"""",""imageNo"":""2""}]"
K,24940,"[{""prefix"":""K"",""name"":""24940T_colors.webp"",""design"":""24940"",""annex"":""T"",""variant"":""colors"",""imageNo"":""1""},{""prefix"":""K"",""name"":""24940_ham.webp"",""design"":""24940"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24941,"[{""prefix"":""K"",""name"":""24941_ham.webp"",""design"":""24941"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24942,"[{""prefix"":""K"",""name"":""24942_ham.webp"",""design"":""24942"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
K,24943,"[{""prefix"":""K"",""name"":""24943_ham.webp"",""design"":""24943"",""annex"":"""",""variant"":""ham"",""imageNo"":""1""}]"
